transaction_id,investor_id,amfi_code,date,transaction_type,amount,state
TXN000132,INV00006,100033,2023-10-09,SIP,2000.0,Uttar Pradesh
TXN000133,INV00006,100033,2023-11-06,SIP,2000.0,Uttar Pradesh
TXN000134,INV00006,100033,2023-12-02,SIP,2000.0,Uttar Pradesh
TXN000135,INV00006,100033,2024-01-01,SIP,2000.0,Uttar Pradesh
TXN000136,INV00006,100033,2024-02-01,SIP,2000.0,Uttar Pradesh
TXN000137,INV00006,100033,2024-03-02,SIP,2000.0,Uttar Pradesh
TXN000138,INV00006,100033,2024-04-01,SIP,2000.0,Uttar Pradesh
TXN000139,INV00006,100033,2024-04-10,Redemption,5000.0,Uttar Pradesh
TXN000140,INV00007,100023,2023-09-24,SIP,2500.0,Uttar Pradesh
TXN000141,INV00007,100023,2023-10-20,SIP,2500.0,Uttar Pradesh
TXN000142,INV00007,100023,2024-02-21,SIP,2500.0,Uttar Pradesh
TXN000143,INV00007,100023,2024-04-16,SIP,2500.0,Uttar Pradesh
TXN000144,INV00007,100023,2024-06-04,SIP,2500.0,Uttar Pradesh
TXN000145,INV00007,100023,2024-07-10,SIP,2500.0,Uttar Pradesh
TXN000146,INV00007,100023,2024-08-23,SIP,2500.0,Uttar Pradesh
TXN000147,INV00007,100023,2024-10-22,SIP,2500.0,Uttar Pradesh
TXN000156,INV00007,100022,2024-11-24,Lumpsum,10000.0,Uttar Pradesh
TXN000148,INV00007,100023,2025-01-19,SIP,2500.0,Uttar Pradesh
TXN000157,INV00007,100027,2025-03-16,Lumpsum,25000.0,Uttar Pradesh
TXN000149,INV00007,100023,2025-03-20,SIP,2500.0,Uttar Pradesh
TXN000150,INV00007,100023,2025-05-04,SIP,2500.0,Uttar Pradesh
TXN000151,INV00007,100023,2025-06-19,SIP,2500.0,Uttar Pradesh
TXN000152,INV00007,100023,2025-07-24,SIP,2500.0,Uttar Pradesh
TXN000153,INV00007,100023,2025-09-14,SIP,2500.0,Uttar Pradesh
TXN000154,INV00007,100023,2025-10-19,SIP,2500.0,Uttar Pradesh
TXN000155,INV00007,100023,2025-12-11,SIP,2500.0,Uttar Pradesh
TXN000158,INV00008,100014,2024-03-12,SIP,2000.0,Rajasthan
TXN000159,INV00008,100014,2024-04-10,SIP,2000.0,Rajasthan
TXN000160,INV00008,100014,2024-05-05,SIP,2000.0,Rajasthan
TXN000161,INV00008,100014,2024-06-12,SIP,2000.0,Rajasthan
TXN000162,INV00008,100014,2024-07-14,SIP,2000.0,Rajasthan
TXN000163,INV00008,100014,2024-08-10,SIP,2000.0,Rajasthan
TXN000164,INV00008,100014,2024-09-13,SIP,2000.0,Rajasthan
TXN000165,INV00008,100014,2024-10-15,SIP,2000.0,Rajasthan
TXN000166,INV00008,100004,2025-12-20,Lumpsum,50000.0,Rajasthan
TXN000167,INV00009,100008,2022-11-20,SIP,1000.0,Maharashtra
TXN000168,INV00009,100008,2022-12-20,SIP,1000.0,Maharashtra
TXN000169,INV00009,100008,2023-01-15,SIP,1000.0,Maharashtra
TXN000170,INV00009,100008,2023-02-22,SIP,1000.0,Maharashtra
TXN000171,INV00009,100008,2023-03-24,SIP,1000.0,Maharashtra
TXN000172,INV00009,100008,2023-04-26,SIP,1000.0,Maharashtra
TXN000206,INV00009,100008,2023-05-19,Lumpsum,50000.0,Maharashtra
TXN000173,INV00009,100008,2023-05-30,SIP,1000.0,Maharashtra
TXN000174,INV00009,100008,2023-07-01,SIP,1000.0,Maharashtra
TXN000175,INV00009,100008,2023-07-29,SIP,1000.0,Maharashtra
TXN000176,INV00009,100008,2023-08-25,SIP,1000.0,Maharashtra
TXN000177,INV00009,100008,2023-09-26,SIP,1000.0,Maharashtra
TXN000178,INV00009,100008,2023-11-02,SIP,1000.0,Maharashtra
TXN000179,INV00009,100008,2023-12-01,SIP,1000.0,Maharashtra
TXN000180,INV00009,100008,2024-01-05,SIP,1000.0,Maharashtra
TXN000181,INV00009,100008,2024-02-06,SIP,1000.0,Maharashtra
TXN000182,INV00009,100008,2024-03-05,SIP,1000.0,Maharashtra
TXN000183,INV00009,100008,2024-04-02,SIP,1000.0,Maharashtra
TXN000184,INV00009,100008,2024-04-24,SIP,1000.0,Maharashtra
TXN000185,INV00009,100008,2024-05-29,SIP,1000.0,Maharashtra
TXN000186,INV00009,100008,2024-06-26,SIP,1000.0,Maharashtra
TXN000187,INV00009,100008,2024-07-29,SIP,1000.0,Maharashtra
TXN000188,INV00009,100008,2024-09-01,SIP,1000.0,Maharashtra
TXN000189,INV00009,100008,2024-09-27,SIP,1000.0,Maharashtra
TXN000190,INV00009,100008,2024-10-28,SIP,1000.0,Maharashtra
TXN000191,INV00009,100008,2024-11-26,SIP,1000.0,Maharashtra
TXN000192,INV00009,100008,2024-12-26,SIP,1000.0,Maharashtra
TXN000193,INV00009,100008,2025-01-22,SIP,1000.0,Maharashtra
TXN000194,INV00009,100008,2025-02-23,SIP,1000.0,Maharashtra
TXN000205,INV00009,100010,2025-03-01,Lumpsum,10000.0,Maharashtra
TXN000195,INV00009,100008,2025-03-29,SIP,1000.0,Maharashtra
TXN000196,INV00009,100008,2025-05-02,SIP,1000.0,Maharashtra
TXN000197,INV00009,100008,2025-06-03,SIP,1000.0,Maharashtra
TXN000198,INV00009,100008,2025-06-30,SIP,1000.0,Maharashtra
TXN000199,INV00009,100008,2025-07-26,SIP,1000.0,Maharashtra
TXN000200,INV00009,100008,2025-08-26,SIP,1000.0,Maharashtra
TXN000201,INV00009,100008,2025-09-28,SIP,1000.0,Maharashtra
TXN000202,INV00009,100008,2025-11-01,SIP,1000.0,Maharashtra
TXN000203,INV00009,100008,2025-11-27,SIP,1000.0,Maharashtra
TXN000204,INV00009,100008,2025-12-25,SIP,1000.0,Maharashtra
TXN000207,INV00010,100018,2022-11-11,SIP,10000.0,Kerala
TXN000208,INV00010,100018,2022-12-07,SIP,10000.0,Kerala
TXN000209,INV00010,100018,2023-01-09,SIP,10000.0,Kerala
TXN000210,INV00010,100018,2023-02-09,SIP,10000.0,Kerala
TXN000211,INV00010,100018,2023-03-13,SIP,10000.0,Kerala
TXN000212,INV00010,100018,2023-04-12,SIP,10000.0,Kerala
TXN000213,INV00010,100018,2023-05-14,SIP,10000.0,Kerala
TXN000214,INV00011,100005,2024-10-11,SIP,2500.0,Punjab
TXN000215,INV00011,100005,2024-11-08,SIP,2500.0,Punjab
TXN000216,INV00011,100005,2024-12-10,SIP,2500.0,Punjab
TXN000217,INV00011,100005,2025-01-04,SIP,2500.0,Punjab
TXN000218,INV00011,100005,2025-02-02,SIP,2500.0,Punjab
TXN000219,INV00011,100005,2025-05-11,Redemption,30000.0,Punjab
TXN000220,INV00012,100031,2023-10-22,SIP,2000.0,Maharashtra
TXN000221,INV00012,100031,2023-11-20,SIP,2000.0,Maharashtra
TXN000222,INV00012,100031,2023-12-19,SIP,2000.0,Maharashtra
TXN000223,INV00012,100031,2024-01-16,SIP,2000.0,Maharashtra
TXN000224,INV00012,100031,2024-02-17,SIP,2000.0,Maharashtra
TXN000225,INV00012,100031,2024-03-16,SIP,2000.0,Maharashtra
TXN000226,INV00012,100031,2024-04-10,SIP,2000.0,Maharashtra
TXN000227,INV00012,100031,2024-05-08,SIP,2000.0,Maharashtra
TXN000228,INV00012,100031,2024-06-09,SIP,2000.0,Maharashtra
TXN000229,INV00012,100031,2024-07-02,SIP,2000.0,Maharashtra
TXN000230,INV00012,100031,2024-07-24,SIP,2000.0,Maharashtra
TXN000231,INV00012,100031,2024-08-14,SIP,2000.0,Maharashtra
TXN000232,INV00012,100031,2024-09-12,SIP,2000.0,Maharashtra
TXN000233,INV00012,100031,2024-10-10,SIP,2000.0,Maharashtra
TXN000234,INV00012,100031,2024-11-10,SIP,2000.0,Maharashtra
TXN000235,INV00012,100031,2024-12-06,SIP,2000.0,Maharashtra
TXN000236,INV00012,100031,2025-01-05,SIP,2000.0,Maharashtra
TXN000237,INV00012,100031,2025-02-03,SIP,2000.0,Maharashtra
TXN000238,INV00012,100031,2025-03-08,SIP,2000.0,Maharashtra
TXN000239,INV00012,100031,2025-04-09,SIP,2000.0,Maharashtra
TXN000240,INV00012,100031,2025-05-04,SIP,2000.0,Maharashtra
TXN000241,INV00012,100031,2025-06-01,SIP,2000.0,Maharashtra
TXN000242,INV00012,100031,2025-07-01,SIP,2000.0,Maharashtra
TXN000243,INV00012,100031,2025-07-30,SIP,2000.0,Maharashtra
TXN000244,INV00012,100031,2025-08-25,SIP,2000.0,Maharashtra
TXN000245,INV00012,100031,2025-09-19,SIP,2000.0,Maharashtra
TXN000246,INV00012,100031,2025-10-15,SIP,2000.0,Maharashtra
TXN000247,INV00012,100031,2025-11-11,SIP,2000.0,Maharashtra
TXN000248,INV00012,100031,2025-12-06,SIP,2000.0,Maharashtra
TXN000249,INV00012,100009,2025-12-20,Lumpsum,25000.0,Maharashtra
TXN000250,INV00013,100027,2023-06-13,SIP,1000.0,Maharashtra
TXN000251,INV00013,100027,2023-07-14,SIP,1000.0,Maharashtra
TXN000252,INV00013,100027,2023-08-15,SIP,1000.0,Maharashtra
TXN000253,INV00013,100027,2023-09-19,SIP,1000.0,Maharashtra
TXN000254,INV00013,100027,2023-10-18,SIP,1000.0,Maharashtra
TXN000255,INV00013,100027,2023-11-17,SIP,1000.0,Maharashtra
TXN000256,INV00013,100027,2023-12-18,SIP,1000.0,Maharashtra
TXN000257,INV00013,100027,2024-01-15,SIP,1000.0,Maharashtra
TXN000258,INV00013,100027,2024-02-16,SIP,1000.0,Maharashtra
TXN000259,INV00013,100027,2024-03-11,SIP,1000.0,Maharashtra
TXN000260,INV00013,100027,2024-04-13,SIP,1000.0,Maharashtra
TXN000261,INV00013,100027,2024-05-12,SIP,1000.0,Maharashtra
TXN000262,INV00013,100027,2024-06-14,SIP,1000.0,Maharashtra
TXN000263,INV00013,100027,2024-07-18,SIP,1000.0,Maharashtra
TXN000282,INV00013,100016,2024-07-27,Lumpsum,100000.0,Maharashtra
TXN000264,INV00013,100027,2024-08-14,SIP,1000.0,Maharashtra
TXN000265,INV00013,100027,2024-09-12,SIP,1000.0,Maharashtra
TXN000266,INV00013,100027,2024-10-12,SIP,1000.0,Maharashtra
TXN000267,INV00013,100027,2024-11-18,SIP,1000.0,Maharashtra
TXN000268,INV00013,100027,2024-12-17,SIP,1000.0,Maharashtra
TXN000269,INV00013,100027,2025-01-10,SIP,1000.0,Maharashtra
TXN000270,INV00013,100027,2025-02-07,SIP,1000.0,Maharashtra
TXN000271,INV00013,100027,2025-03-05,SIP,1000.0,Maharashtra
TXN000272,INV00013,100027,2025-04-01,SIP,1000.0,Maharashtra
TXN000273,INV00013,100027,2025-05-02,SIP,1000.0,Maharashtra
TXN000274,INV00013,100027,2025-06-03,SIP,1000.0,Maharashtra
TXN000275,INV00013,100027,2025-07-03,SIP,1000.0,Maharashtra
TXN000276,INV00013,100027,2025-08-02,SIP,1000.0,Maharashtra
TXN000277,INV00013,100027,2025-09-02,SIP,1000.0,Maharashtra
TXN000278,INV00013,100027,2025-09-30,SIP,1000.0,Maharashtra
TXN000279,INV00013,100027,2025-10-30,SIP,1000.0,Maharashtra
TXN000280,INV00013,100027,2025-11-28,SIP,1000.0,Maharashtra
TXN000281,INV00013,100027,2025-12-27,SIP,1000.0,Maharashtra
TXN000283,INV00014,100019,2024-07-13,SIP,5000.0,Uttar Pradesh
TXN000284,INV00014,100019,2024-08-14,SIP,5000.0,Uttar Pradesh
TXN000285,INV00014,100019,2024-09-12,SIP,5000.0,Uttar Pradesh
TXN000286,INV00014,100019,2024-10-14,SIP,5000.0,Uttar Pradesh
TXN000287,INV00014,100019,2024-11-13,SIP,5000.0,Uttar Pradesh
TXN000288,INV00014,100019,2024-12-16,SIP,5000.0,Uttar Pradesh
TXN000289,INV00014,100019,2025-01-14,SIP,5000.0,Uttar Pradesh
TXN000290,INV00014,100019,2025-02-11,SIP,5000.0,Uttar Pradesh
TXN000291,INV00014,100019,2025-03-14,SIP,5000.0,Uttar Pradesh
TXN000292,INV00014,100019,2025-04-13,SIP,5000.0,Uttar Pradesh
TXN000293,INV00014,100019,2025-05-16,SIP,5000.0,Uttar Pradesh
TXN000294,INV00014,100019,2025-06-16,SIP,5000.0,Uttar Pradesh
TXN000295,INV00014,100019,2025-07-15,SIP,5000.0,Uttar Pradesh
TXN000296,INV00014,100019,2025-08-15,SIP,5000.0,Uttar Pradesh
TXN000297,INV00014,100019,2025-09-15,SIP,5000.0,Uttar Pradesh
TXN000298,INV00014,100019,2025-10-11,SIP,5000.0,Uttar Pradesh
TXN000299,INV00014,100019,2025-11-09,SIP,5000.0,Uttar Pradesh
TXN000300,INV00014,100019,2025-12-07,SIP,5000.0,Uttar Pradesh
TXN000301,INV00015,100035,2023-05-14,SIP,2000.0,Rajasthan
TXN000302,INV00015,100035,2023-06-19,SIP,2000.0,Rajasthan
TXN000303,INV00015,100035,2023-07-18,SIP,2000.0,Rajasthan
TXN000304,INV00015,100035,2023-08-21,SIP,2000.0,Rajasthan
TXN000305,INV00015,100035,2023-10-26,SIP,2000.0,Rajasthan
TXN000306,INV00015,100035,2024-01-31,SIP,2000.0,Rajasthan
TXN000307,INV00015,100035,2024-02-25,SIP,2000.0,Rajasthan
TXN000308,INV00015,100035,2024-06-18,SIP,2000.0,Rajasthan
TXN000309,INV00015,100035,2024-07-16,SIP,2000.0,Rajasthan
TXN000310,INV00015,100035,2024-09-17,SIP,2000.0,Rajasthan
TXN000311,INV00015,100035,2024-12-27,SIP,2000.0,Rajasthan
TXN000312,INV00015,100035,2025-02-14,SIP,2000.0,Rajasthan
TXN000313,INV00015,100035,2025-03-12,SIP,2000.0,Rajasthan
TXN000314,INV00015,100035,2025-04-29,SIP,2000.0,Rajasthan
TXN000315,INV00015,100035,2025-08-03,SIP,2000.0,Rajasthan
TXN000316,INV00015,100035,2025-09-14,SIP,2000.0,Rajasthan
TXN000317,INV00015,100035,2025-10-11,SIP,2000.0,Rajasthan
TXN000318,INV00015,100035,2025-11-21,SIP,2000.0,Rajasthan
TXN000319,INV00016,100005,2025-12-19,SIP,2500.0,Punjab
TXN000322,INV00016,100023,2025-12-19,Lumpsum,10000.0,Punjab
TXN000321,INV00016,100030,2025-12-20,Lumpsum,50000.0,Punjab
TXN000320,INV00016,100025,2025-12-21,Lumpsum,10000.0,Punjab
TXN000323,INV00017,100036,2022-08-15,SIP,2000.0,Gujarat
TXN000324,INV00017,100036,2022-09-08,SIP,2000.0,Gujarat
TXN000325,INV00017,100036,2022-10-02,SIP,2000.0,Gujarat
TXN000326,INV00017,100036,2022-10-24,SIP,2000.0,Gujarat
TXN000327,INV00017,100036,2022-11-13,SIP,2000.0,Gujarat
TXN000328,INV00017,100036,2022-12-10,SIP,2000.0,Gujarat
TXN000329,INV00017,100036,2023-01-14,SIP,2000.0,Gujarat
TXN000330,INV00017,100036,2023-02-10,SIP,2000.0,Gujarat
TXN000331,INV00017,100036,2023-03-15,SIP,2000.0,Gujarat
TXN000332,INV00017,100036,2023-04-16,SIP,2000.0,Gujarat
TXN000333,INV00017,100036,2023-05-13,SIP,2000.0,Gujarat
TXN000334,INV00017,100036,2023-06-13,SIP,2000.0,Gujarat
TXN000335,INV00017,100036,2023-07-11,SIP,2000.0,Gujarat
TXN000336,INV00017,100036,2023-08-06,SIP,2000.0,Gujarat
TXN000337,INV00017,100036,2023-09-07,SIP,2000.0,Gujarat
TXN000338,INV00017,100036,2023-10-16,SIP,2000.0,Gujarat
TXN000339,INV00017,100036,2023-11-14,SIP,2000.0,Gujarat
TXN000340,INV00017,100036,2023-12-15,SIP,2000.0,Gujarat
TXN000341,INV00017,100036,2024-01-10,SIP,2000.0,Gujarat
TXN000342,INV00017,100036,2024-02-10,SIP,2000.0,Gujarat
TXN000343,INV00017,100036,2024-03-10,SIP,2000.0,Gujarat
TXN000344,INV00017,100036,2024-05-15,SIP,2000.0,Gujarat
TXN000362,INV00017,100027,2024-06-02,Lumpsum,25000.0,Gujarat
TXN000345,INV00017,100036,2024-06-14,SIP,2000.0,Gujarat
TXN000346,INV00017,100036,2024-07-17,SIP,2000.0,Gujarat
TXN000347,INV00017,100036,2024-08-15,SIP,2000.0,Gujarat
TXN000348,INV00017,100036,2024-09-17,SIP,2000.0,Gujarat
TXN000349,INV00017,100036,2024-10-18,SIP,2000.0,Gujarat
TXN000350,INV00017,100036,2024-11-20,SIP,2000.0,Gujarat
TXN000351,INV00017,100036,2024-12-23,SIP,2000.0,Gujarat
TXN000352,INV00017,100036,2025-01-25,SIP,2000.0,Gujarat
TXN000353,INV00017,100036,2025-03-27,SIP,2000.0,Gujarat
TXN000354,INV00017,100036,2025-04-30,SIP,2000.0,Gujarat
TXN000355,INV00017,100036,2025-05-26,SIP,2000.0,Gujarat
TXN000356,INV00017,100036,2025-06-28,SIP,2000.0,Gujarat
TXN000357,INV00017,100036,2025-08-03,SIP,2000.0,Gujarat
TXN000358,INV00017,100036,2025-09-14,SIP,2000.0,Gujarat
TXN000359,INV00017,100036,2025-10-20,SIP,2000.0,Gujarat
TXN000363,INV00017,100011,2025-11-06,Lumpsum,100000.0,Gujarat
TXN000360,INV00017,100036,2025-11-14,SIP,2000.0,Gujarat
TXN000361,INV00017,100036,2025-12-16,SIP,2000.0,Gujarat
TXN000364,INV00018,100007,2025-02-14,SIP,1000.0,Maharashtra
TXN000378,INV00018,100038,2025-02-25,Lumpsum,10000.0,Maharashtra
TXN000365,INV00018,100007,2025-03-17,SIP,1000.0,Maharashtra
TXN000376,INV00018,100005,2025-03-24,Lumpsum,100000.0,Maharashtra
TXN000366,INV00018,100007,2025-04-13,SIP,1000.0,Maharashtra
TXN000367,INV00018,100007,2025-05-09,SIP,1000.0,Maharashtra
TXN000368,INV00018,100007,2025-06-11,SIP,1000.0,Maharashtra
TXN000369,INV00018,100007,2025-07-14,SIP,1000.0,Maharashtra
TXN000370,INV00018,100007,2025-08-10,SIP,1000.0,Maharashtra
TXN000371,INV00018,100007,2025-09-08,SIP,1000.0,Maharashtra
TXN000377,INV00018,100007,2025-09-30,Lumpsum,10000.0,Maharashtra
