amfi_code,date,nav
100001,2022-07-14,90.2362
100001,2022-07-15,90.7088
100001,2022-07-18,90.756
100001,2022-07-19,88.1248
100001,2022-07-20,88.5211
100001,2022-07-21,89.2565
100001,2022-07-22,87.3688
100001,2022-07-25,86.8868
100001,2022-07-26,86.2098
100001,2022-07-27,88.044
100001,2022-07-28,89.5959
100001,2022-07-29,89.7824
100001,2022-08-01,89.3348
100001,2022-08-02,90.2889
100001,2022-08-03,89.2382
100001,2022-08-04,88.9889
100001,2022-08-05,89.7817
100001,2022-08-08,89.678
100001,2022-08-09,89.0395
100001,2022-08-10,88.6415
100001,2022-08-11,87.3291
100001,2022-08-12,87.1493
100001,2022-08-15,87.1842
100001,2022-08-16,87.5174
100001,2022-08-17,87.2771
100001,2022-08-18,86.2546
100001,2022-08-19,86.0393
100001,2022-08-22,85.7321
100001,2022-08-23,85.286
100001,2022-08-24,87.106
100001,2022-08-25,88.2155
100001,2022-08-26,86.9389
100001,2022-08-29,86.7785
100001,2022-08-30,84.297
100001,2022-08-31,84.7843
100001,2022-09-01,84.1761
100001,2022-09-02,83.8323
100001,2022-09-05,83.5403
100001,2022-09-06,84.803
100001,2022-09-07,83.3339
100001,2022-09-08,82.7926
100001,2022-09-09,82.0024
100001,2022-09-12,81.313
100001,2022-09-13,83.8127
100001,2022-09-14,83.333
100001,2022-09-15,83.644
100001,2022-09-16,83.5975
100001,2022-09-19,84.3269
100001,2022-09-20,85.3586
100001,2022-09-21,85.6754
100001,2022-09-22,85.4151
100001,2022-09-23,87.5097
100001,2022-09-26,87.0319
100001,2022-09-27,86.079
100001,2022-09-28,85.4252
100001,2022-09-29,85.4215
100001,2022-09-30,85.0557
100001,2022-10-03,85.7173
100001,2022-10-04,85.1691
100001,2022-10-05,85.7527
100001,2022-10-06,87.9881
100001,2022-10-07,85.9002
100001,2022-10-10,84.8947
100001,2022-10-11,86.2898
100001,2022-10-12,84.8585
100001,2022-10-13,85.0904
100001,2022-10-14,85.4911
100001,2022-10-17,84.3055
100001,2022-10-18,83.439
100001,2022-10-19,83.8355
100001,2022-10-20,83.8608
100001,2022-10-21,83.7355
100001,2022-10-24,83.3965
100001,2022-10-25,82.6474
100001,2022-10-26,83.4225
100001,2022-10-27,82.3942
100001,2022-10-28,83.3046
100001,2022-10-31,84.647
100001,2022-11-01,84.0963
100001,2022-11-02,84.4339
100001,2022-11-03,85.0039
100001,2022-11-04,83.5029
100001,2022-11-07,83.7762
100001,2022-11-08,83.2402
100001,2022-11-09,82.0743
100001,2022-11-10,81.2245
100001,2022-11-11,82.4013
100001,2022-11-14,82.4877
100001,2022-11-15,82.6677
100001,2022-11-16,82.994
100001,2022-11-17,81.1927
100001,2022-11-18,82.3427
100001,2022-11-21,82.1454
100001,2022-11-22,82.6577
100001,2022-11-23,83.2363
100001,2022-11-24,82.7507
100001,2022-11-25,82.3954
100001,2022-11-28,83.3477
100001,2022-11-29,83.521
100001,2022-11-30,83.4418
100001,2022-12-01,83.2609
100001,2022-12-02,84.2891
100001,2022-12-05,83.5693
100001,2022-12-06,82.8509
100001,2022-12-07,81.8213
100001,2022-12-08,80.5374
100001,2022-12-09,81.1155
100001,2022-12-12,81.5579
100001,2022-12-13,81.082
100001,2022-12-14,82.1544
100001,2022-12-15,80.3541
100001,2022-12-16,79.8758
100001,2022-12-19,81.9845
100001,2022-12-20,82.8613
100001,2022-12-21,82.3032
100001,2022-12-22,83.4249
100001,2022-12-23,84.9379
100001,2022-12-26,84.68
100001,2022-12-27,84.6519
100001,2022-12-28,82.5231
100001,2022-12-29,83.3129
100001,2022-12-30,83.3778
100001,2023-01-02,82.0459
100001,2023-01-03,82.7118
100001,2023-01-04,81.9139
100001,2023-01-05,82.5991
100001,2023-01-06,81.7763
100001,2023-01-09,82.6104
100001,2023-01-10,81.6752
100001,2023-01-11,81.0266
100001,2023-01-12,80.6307
100001,2023-01-13,80.3559
100001,2023-01-16,79.604
100001,2023-01-17,80.0113
100001,2023-01-18,79.2603
100001,2023-01-19,78.7928
100001,2023-01-20,78.0742
100001,2023-01-23,76.3226
100001,2023-01-24,76.1306
100001,2023-01-25,75.6644
100001,2023-01-26,76.0765
100001,2023-01-27,77.6758
100001,2023-01-30,77.7169
100001,2023-01-31,76.4659
100001,2023-02-01,76.2515
100001,2023-02-02,76.5506
100001,2023-02-03,76.4307
100001,2023-02-06,76.6261
100001,2023-02-07,76.7199
100001,2023-02-08,75.7639
100001,2023-02-09,75.5509
100001,2023-02-10,77.2426
100001,2023-02-13,76.4359
100001,2023-02-14,76.7311
100001,2023-02-15,76.7999
100001,2023-02-16,77.261
100001,2023-02-17,77.2177
100001,2023-02-20,81.0338
100001,2023-02-21,81.0325
100001,2023-02-22,79.7912
100001,2023-02-23,79.8661
100001,2023-02-24,79.373
100001,2023-02-27,79.1798
100001,2023-02-28,77.5674
100001,2023-03-01,78.5404
100001,2023-03-02,79.2129
100001,2023-03-03,82.6716
100001,2023-03-06,81.009
100001,2023-03-07,81.5966
100001,2023-03-08,80.8782
100001,2023-03-09,81.359
100001,2023-03-10,81.493
100001,2023-03-13,81.6196
100001,2023-03-14,81.2492
100001,2023-03-15,81.0437
100001,2023-03-16,81.5571
100001,2023-03-17,81.1658
100001,2023-03-20,81.626
100001,2023-03-21,81.5327
100001,2023-03-22,81.569
100001,2023-03-23,80.9683
100001,2023-03-24,80.5964
100001,2023-03-27,79.8039
100001,2023-03-28,78.7681
100001,2023-03-29,78.4503
100001,2023-03-30,78.1211
100001,2023-03-31,78.3266
100001,2023-04-03,78.4204
100001,2023-04-04,78.5969
100001,2023-04-05,77.9284
100001,2023-04-06,78.7934
100001,2023-04-07,78.4484
100001,2023-04-10,80.0786
100001,2023-04-11,81.1359
100001,2023-04-12,80.7522
100001,2023-04-13,81.3683
100001,2023-04-14,82.0088
100001,2023-04-17,81.6547
100001,2023-04-18,81.8665
100001,2023-04-19,80.8626
100001,2023-04-20,77.1016
100001,2023-04-21,77.2461
100001,2023-04-24,76.7824
100001,2023-04-25,77.7256
100001,2023-04-26,76.8728
100001,2023-04-27,77.5258
100001,2023-04-28,78.2214
100001,2023-05-01,78.1737
100001,2023-05-02,77.9125
100001,2023-05-03,79.3169
100001,2023-05-04,78.6034
100001,2023-05-05,78.5087
100001,2023-05-08,78.6753
100001,2023-05-09,76.7246
100001,2023-05-10,77.1337
100001,2023-05-11,76.4513
100001,2023-05-12,75.4012
100001,2023-05-15,72.1868
100001,2023-05-16,72.7339
100001,2023-05-17,72.5633
100001,2023-05-18,72.4478
100001,2023-05-19,73.8081
100001,2023-05-22,73.0702
100001,2023-05-23,73.5716
100001,2023-05-24,73.716
100001,2023-05-25,74.3087
100001,2023-05-26,74.886
100001,2023-05-29,75.4278
100001,2023-05-30,75.1922
100001,2023-05-31,73.4023
100001,2023-06-01,71.9465
100001,2023-06-02,71.6119
100001,2023-06-05,72.3438
100001,2023-06-06,71.9423
100001,2023-06-07,71.7818
100001,2023-06-08,73.9336
100001,2023-06-09,73.5635
100001,2023-06-12,71.8291
100001,2023-06-13,73.8824
100001,2023-06-14,73.7579
100001,2023-06-15,75.4017
100001,2023-06-16,75.5762
100001,2023-06-19,75.9488
100001,2023-06-20,76.0846
100001,2023-06-21,76.2537
100001,2023-06-22,75.7796
100001,2023-06-23,75.6824
100001,2023-06-26,77.1787
100001,2023-06-27,75.5939
100001,2023-06-28,75.5922
100001,2023-06-29,75.4225
100001,2023-06-30,73.8816
100001,2023-07-03,73.2947
100001,2023-07-04,73.0241
100001,2023-07-05,74.9249
100001,2023-07-06,73.5516
100001,2023-07-07,72.2546
100001,2023-07-10,72.853
100001,2023-07-11,73.4636
100001,2023-07-12,73.9344
100001,2023-07-13,72.6341
100001,2023-07-14,73.0354
100001,2023-07-17,71.7875
100001,2023-07-18,70.3575
100001,2023-07-19,69.4157
100001,2023-07-20,69.9374
100001,2023-07-21,69.5826
100001,2023-07-24,69.7776
100001,2023-07-25,68.3671
100001,2023-07-26,65.8194
100001,2023-07-27,65.7676
100001,2023-07-28,64.9353
100001,2023-07-31,65.8959
100001,2023-08-01,65.4054
100001,2023-08-02,66.424
100001,2023-08-03,65.9364
100001,2023-08-04,67.5621
100001,2023-08-07,68.3119
100001,2023-08-08,69.8686
100001,2023-08-09,70.0362
100001,2023-08-10,70.1997
100001,2023-08-11,68.3092
100001,2023-08-14,67.1215
100001,2023-08-15,67.652
100001,2023-08-16,66.9905
100001,2023-08-17,66.3181
100001,2023-08-18,67.3631
100001,2023-08-21,67.4193
100001,2023-08-22,67.3589
100001,2023-08-23,68.3716
100001,2023-08-24,66.8109
100001,2023-08-25,67.1412
100001,2023-08-28,66.163
100001,2023-08-29,67.8078
100001,2023-08-30,67.8613
100001,2023-08-31,68.2917
100001,2023-09-01,68.8837
100001,2023-09-04,70.3134
100001,2023-09-05,70.2094
100001,2023-09-06,69.7164
100001,2023-09-07,70.0761
100001,2023-09-08,71.4969
100001,2023-09-11,71.067
100001,2023-09-12,71.2199
100001,2023-09-13,71.6511
100001,2023-09-14,71.2637
100001,2023-09-15,71.5738
100001,2023-09-18,70.5424
100001,2023-09-19,71.1547
100001,2023-09-20,71.3285
100001,2023-09-21,71.9287
100001,2023-09-22,73.2467
100001,2023-09-25,72.8018
100001,2023-09-26,72.9901
100001,2023-09-27,72.7635
100001,2023-09-28,72.8076
100001,2023-09-29,73.2046
100001,2023-10-02,74.363
100001,2023-10-03,74.1927
100001,2023-10-04,73.5847
100001,2023-10-05,73.0688
100001,2023-10-06,73.6868
100001,2023-10-09,74.7305
100001,2023-10-10,73.3549
100001,2023-10-11,73.2791
100001,2023-10-12,73.4925
100001,2023-10-13,73.3689
100001,2023-10-16,73.2865
100001,2023-10-17,72.405
100001,2023-10-18,71.6168
100001,2023-10-19,71.6308
100001,2023-10-20,70.5853
100001,2023-10-23,70.6495
100001,2023-10-24,72.1539
100001,2023-10-25,71.3741
100001,2023-10-26,71.0544
100001,2023-10-27,71.3111
100001,2023-10-30,70.1914
100001,2023-10-31,71.3578
100001,2023-11-01,70.2981
100001,2023-11-02,71.3366
100001,2023-11-03,73.3615
100001,2023-11-06,71.7897
100001,2023-11-07,71.5369
100001,2023-11-08,71.7769
100001,2023-11-09,72.3032
100001,2023-11-10,72.1282
100001,2023-11-13,70.653
100001,2023-11-14,69.6616
100001,2023-11-15,69.9436
100001,2023-11-16,69.2506
100001,2023-11-17,69.3177
100001,2023-11-20,69.4811
100001,2023-11-21,71.9953
100001,2023-11-22,70.4622
100001,2023-11-23,70.4537
100001,2023-11-24,70.0916
100001,2023-11-27,70.6115
100001,2023-11-28,71.0852
100001,2023-11-29,71.0587
100001,2023-11-30,69.5495
100001,2023-12-01,69.07
100001,2023-12-04,71.2713
100001,2023-12-05,72.1594
100001,2023-12-06,73.1491
100001,2023-12-07,73.639
100001,2023-12-08,74.0312
100001,2023-12-11,73.6159
100001,2023-12-12,73.4763
100001,2023-12-13,72.7168
100001,2023-12-14,72.3986
100001,2023-12-15,72.6045
100001,2023-12-18,71.7137
100001,2023-12-19,72.1714
100001,2023-12-20,71.9623
100001,2023-12-21,71.6987
100001,2023-12-22,73.7324
100001,2023-12-25,75.0801
100001,2023-12-26,76.9147
100001,2023-12-27,76.9691
100001,2023-12-28,76.2104
100001,2023-12-29,75.9243
100001,2024-01-01,74.8597
100001,2024-01-02,75.1881
100001,2024-01-03,74.7293
100001,2024-01-04,75.2161
100001,2024-01-05,73.6881
100001,2024-01-08,73.5166
100001,2024-01-09,73.7426
100001,2024-01-10,73.2305
100001,2024-01-11,73.1333
100001,2024-01-12,74.2005
100001,2024-01-15,73.5165
100001,2024-01-16,73.6511
100001,2024-01-17,73.4011
100001,2024-01-18,73.2674
100001,2024-01-19,73.6894
100001,2024-01-22,73.0753
100001,2024-01-23,73.5544
100001,2024-01-24,74.3472
100001,2024-01-25,74.9432
100001,2024-01-26,75.4999
100001,2024-01-29,76.3354
100001,2024-01-30,75.4741
100001,2024-01-31,74.4865
100001,2024-02-01,73.9446
100001,2024-02-02,73.8803
100001,2024-02-05,74.0243
100001,2024-02-06,74.4525
100001,2024-02-07,74.2017
100001,2024-02-08,75.6151
100001,2024-02-09,76.6948
100001,2024-02-12,76.4686
100001,2024-02-13,77.6945
100001,2024-02-14,77.8785
100001,2024-02-15,77.3763
100001,2024-02-16,79.2932
100001,2024-02-19,80.1607
100001,2024-02-20,78.555
100001,2024-02-21,78.3812
100001,2024-02-22,78.0628
100001,2024-02-23,77.3062
100001,2024-02-26,78.1128
100001,2024-02-27,77.5664
100001,2024-02-28,77.0263
100001,2024-02-29,77.8108
100001,2024-03-01,77.5346
100001,2024-03-04,77.7586
100001,2024-03-05,76.5989
100001,2024-03-06,77.7165
100001,2024-03-07,79.2907
100001,2024-03-08,80.5449
100001,2024-03-11,81.0553
100001,2024-03-12,81.6443
100001,2024-03-13,81.4103
100001,2024-03-14,81.77
100001,2024-03-15,82.3498
100001,2024-03-18,83.0723
100001,2024-03-19,83.3958
100001,2024-03-20,83.4053
100001,2024-03-21,83.4021
100001,2024-03-22,82.0426
100001,2024-03-25,84.8222
100001,2024-03-26,86.1635
100001,2024-03-27,85.4963
100001,2024-03-28,86.9858
100001,2024-03-29,86.6426
100001,2024-04-01,86.023
100001,2024-04-02,86.2277
100001,2024-04-03,86.3455
100001,2024-04-04,86.0122
100001,2024-04-05,84.6115
100001,2024-04-08,83.1701
100001,2024-04-09,82.8165
100001,2024-04-10,83.7398
100001,2024-04-11,84.5638
100001,2024-04-12,84.8143
100001,2024-04-15,85.6173
100001,2024-04-16,85.5876
100001,2024-04-17,86.906
100001,2024-04-18,87.8474
100001,2024-04-19,88.1893
100001,2024-04-22,86.5082
100001,2024-04-23,85.9617
100001,2024-04-24,86.0714
100001,2024-04-25,88.3197
100001,2024-04-26,87.7231
100001,2024-04-29,87.4183
100001,2024-04-30,89.5193
100001,2024-05-01,90.3648
100001,2024-05-02,90.4401
100001,2024-05-03,91.1238
100001,2024-05-06,91.5002
100001,2024-05-07,90.8799
100001,2024-05-08,89.1493
100001,2024-05-09,91.3423
100001,2024-05-10,90.5822
100001,2024-05-13,89.0573
100001,2024-05-14,89.3528
100001,2024-05-15,90.2976
100001,2024-05-16,89.7834
100001,2024-05-17,90.3892
100001,2024-05-20,87.7738
100001,2024-05-21,87.2807
100001,2024-05-22,86.0913
100001,2024-05-23,84.9503
100001,2024-05-24,84.737
100001,2024-05-27,84.4145
100001,2024-05-28,85.0036
100001,2024-05-29,84.5094
100001,2024-05-30,84.8425
100001,2024-05-31,85.9848
100001,2024-06-03,86.5729
100001,2024-06-04,86.0405
100001,2024-06-05,86.4893
100001,2024-06-06,84.6068
100001,2024-06-07,84.4825
100001,2024-06-10,84.5187
100001,2024-06-11,84.6146
100001,2024-06-12,84.0973
100001,2024-06-13,82.0851
100001,2024-06-14,82.6812
100001,2024-06-17,81.938
100001,2024-06-18,82.311
100001,2024-06-19,81.9396
100001,2024-06-20,82.5271
100001,2024-06-21,83.65
100001,2024-06-24,82.6934
100001,2024-06-25,85.0179
100001,2024-06-26,82.6787
100001,2024-06-27,80.0764
100001,2024-06-28,79.8987
100001,2024-07-01,79.7495
100001,2024-07-02,81.0343
100001,2024-07-03,81.1476
100001,2024-07-04,79.5194
100001,2024-07-05,78.2604
100001,2024-07-08,79.0246
100001,2024-07-09,79.3371
100001,2024-07-10,79.375
100001,2024-07-11,81.2687
100001,2024-07-12,81.3267
100001,2024-07-15,80.9082
100001,2024-07-16,80.0148
100001,2024-07-17,80.0273
100001,2024-07-18,80.3663
100001,2024-07-19,80.2229
100001,2024-07-22,81.1388
100001,2024-07-23,81.3523
100001,2024-07-24,79.6921
100001,2024-07-25,79.7268
100001,2024-07-26,77.7651
100001,2024-07-29,78.2158
100001,2024-07-30,78.4371
100001,2024-07-31,78.9565
100001,2024-08-01,79.3949
100001,2024-08-02,79.647
100001,2024-08-05,79.5621
100001,2024-08-06,78.9377
100001,2024-08-07,77.557
100001,2024-08-08,77.9724
100001,2024-08-09,77.3541
100001,2024-08-12,77.4131
100001,2024-08-13,77.1836
100001,2024-08-14,78.2432
100001,2024-08-15,79.7847
100001,2024-08-16,79.8377
100001,2024-08-19,79.1599
100001,2024-08-20,78.878
100001,2024-08-21,78.9157
100001,2024-08-22,77.0782
100001,2024-08-23,76.9807
100001,2024-08-26,76.8721
100001,2024-08-27,76.4621
100001,2024-08-28,75.5462
100001,2024-08-29,75.4407
100001,2024-08-30,75.5771
100001,2024-09-02,75.8956
100001,2024-09-03,75.6662
100001,2024-09-04,76.878
100001,2024-09-05,77.4102
100001,2024-09-06,77.2412
100001,2024-09-09,76.8753
100001,2024-09-10,76.5166
100001,2024-09-11,76.8709
100001,2024-09-12,77.0483
100001,2024-09-13,77.8207
100001,2024-09-16,78.4478
100001,2024-09-17,79.056
100001,2024-09-18,78.6801
100001,2024-09-19,75.3422
100001,2024-09-20,75.2244
100001,2024-09-23,74.2724
100001,2024-09-24,73.5599
100001,2024-09-25,74.2668
100001,2024-09-26,74.3651
100001,2024-09-27,74.975
100001,2024-09-30,75.4175
100001,2024-10-01,76.1917
100001,2024-10-02,75.2916
100001,2024-10-03,74.9662
100001,2024-10-04,75.2953
100001,2024-10-07,75.6893
100001,2024-10-08,74.7048
100001,2024-10-09,75.4673
100001,2024-10-10,75.6536
100001,2024-10-11,75.1549
100001,2024-10-14,74.5865
100001,2024-10-15,76.6828
100001,2024-10-16,77.6034
100001,2024-10-17,77.9174
100001,2024-10-18,76.7415
100001,2024-10-21,77.7032
100001,2024-10-22,77.4934
100001,2024-10-23,79.2708
100001,2024-10-24,79.3045
100001,2024-10-25,80.51
100001,2024-10-28,81.5377
100001,2024-10-29,81.3928
100001,2024-10-30,81.4217
100001,2024-10-31,82.4395
100001,2024-11-01,83.5155
100001,2024-11-04,82.0613
100001,2024-11-05,82.2162
100001,2024-11-06,83.0312
100001,2024-11-07,83.3121
100001,2024-11-08,84.1569
100001,2024-11-11,84.4547
100001,2024-11-12,84.4017
100001,2024-11-13,84.5071
100001,2024-11-14,84.1882
100001,2024-11-15,84.9949
100001,2024-11-18,83.601
100001,2024-11-19,84.1998
100001,2024-11-20,85.0048
100001,2024-11-21,87.3458
100001,2024-11-22,88.9511
100001,2024-11-25,89.4624
100001,2024-11-26,88.7277
100001,2024-11-27,89.9303
100001,2024-11-28,90.3582
100001,2024-11-29,90.1867
100001,2024-12-02,90.9757
100001,2024-12-03,91.491
100001,2024-12-04,90.6118
100001,2024-12-05,91.1382
100001,2024-12-06,91.6721
100001,2024-12-09,92.7057
100001,2024-12-10,92.4018
100001,2024-12-11,92.7378
100001,2024-12-12,92.5567
100001,2024-12-13,94.4854
100001,2024-12-16,94.76
100001,2024-12-17,95.7458
100001,2024-12-18,97.4884
100001,2024-12-19,96.986
100001,2024-12-20,97.6661
100001,2024-12-23,97.5143
100001,2024-12-24,95.7377
100001,2024-12-25,96.7994
100001,2024-12-26,97.5349
100001,2024-12-27,97.8056
100001,2024-12-30,97.0448
100001,2024-12-31,96.4936
100001,2025-01-01,96.1491
100001,2025-01-02,96.2816
100001,2025-01-03,95.9332
100001,2025-01-06,95.6474
100001,2025-01-07,95.764
100001,2025-01-08,96.5419
100001,2025-01-09,97.4441
100001,2025-01-10,96.8427
100001,2025-01-13,97.3766
100001,2025-01-14,97.6158
100001,2025-01-15,96.7589
100001,2025-01-16,98.2415
100001,2025-01-17,98.0993
100001,2025-01-20,96.4449
100001,2025-01-21,96.8529
100001,2025-01-22,96.1275
100001,2025-01-23,96.0957
100001,2025-01-24,96.7178
100001,2025-01-27,95.9345
100001,2025-01-28,96.2848
100001,2025-01-29,96.7601
100001,2025-01-30,97.1764
100001,2025-01-31,95.6634
100001,2025-02-03,95.5756
100001,2025-02-04,96.5059
100001,2025-02-05,97.1594
100001,2025-02-06,97.2706
100001,2025-02-07,97.7231
100001,2025-02-10,97.2294
100001,2025-02-11,96.3532
100001,2025-02-12,95.8946
100001,2025-02-13,91.3533
100001,2025-02-14,95.0849
100001,2025-02-17,96.5807
100001,2025-02-18,95.6131
100001,2025-02-19,96.1882
100001,2025-02-20,97.2493
100001,2025-02-21,98.2639
100001,2025-02-24,97.6336
100001,2025-02-25,96.9592
100001,2025-02-26,96.2613
100001,2025-02-27,94.3352
100001,2025-02-28,94.7294
100001,2025-03-03,95.3129
100001,2025-03-04,94.8265
100001,2025-03-05,94.8465
100001,2025-03-06,96.5839
100001,2025-03-07,96.6577
100001,2025-03-10,96.2884
100001,2025-03-11,96.8459
100001,2025-03-12,94.6428
100001,2025-03-13,95.304
100001,2025-03-14,96.8941
100001,2025-03-17,94.4162
100001,2025-03-18,94.3593
100001,2025-03-19,95.3859
100001,2025-03-20,94.4606
100001,2025-03-21,95.1078
100001,2025-03-24,96.336
100001,2025-03-25,95.5535
100001,2025-03-26,98.5995
100001,2025-03-27,98.5627
100001,2025-03-28,99.1205
100001,2025-03-31,100.7102
100001,2025-04-01,101.0559
100001,2025-04-02,102.7132
